id,market_ticker,snapped_at,yes_bids_json,yes_asks_json,spread_cents,mid_cents,raw_json,event_ticker,sport,home_team,away_team,game_pk,market_type,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,open_interest,source
1729699,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6,2026-06-16T23:46:46.825012+00:00,,,12,22,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""b5f9d764-880e-4983-806b-8a26b87a73ba"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6"", ""price_dollars"": ""0.2400"", ""yes_bid_dollars"": ""0.1600"", ""yes_ask_dollars"": ""0.2800"", ""volume_fp"": ""100.00"", ""open_interest_fp"": ""100.00"", ""dollar_volume"": 50, ""dollar_open_interest"": 50, ""yes_bid_size_fp"": ""2100.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605603, ""time"": ""2026-06-16T23:46:45.603318Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,16,28,72,84,24,100,100,ws_ticker
1729698,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS5,2026-06-16T23:46:46.824400+00:00,,,12,34,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""614d37e9-ae38-4e6a-9c39-944c66326ac1"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS5"", ""price_dollars"": ""0.3100"", ""yes_bid_dollars"": ""0.2800"", ""yes_ask_dollars"": ""0.4000"", ""volume_fp"": ""728.72"", ""open_interest_fp"": ""726.72"", ""dollar_volume"": 364, ""dollar_open_interest"": 363, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605603, ""time"": ""2026-06-16T23:46:45.603271Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,28,40,60,72,31,728,726,ws_ticker
1729697,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3,2026-06-16T23:46:46.823864+00:00,,,6,76,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""ab859e1f-8e52-4335-aecf-97303fdbb9a1"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3"", ""price_dollars"": ""0.6700"", ""yes_bid_dollars"": ""0.7300"", ""yes_ask_dollars"": ""0.7900"", ""volume_fp"": ""447.80"", ""open_interest_fp"": ""447.80"", ""dollar_volume"": 223, ""dollar_open_interest"": 223, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""2400.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605595, ""time"": ""2026-06-16T23:46:45.595418Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,73,79,21,27,67,447,447,ws_ticker
1729696,KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2,2026-06-16T23:46:46.823285+00:00,,,49,61,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""2fbae676-1c92-4c46-932f-acdb02fcb370"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2"", ""price_dollars"": ""0.8000"", ""yes_bid_dollars"": ""0.3700"", ""yes_ask_dollars"": ""0.8600"", ""volume_fp"": ""380.46"", ""open_interest_fp"": ""380.46"", ""dollar_volume"": 190, ""dollar_open_interest"": 190, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""3.61"", ""ts"": 1781653605, ""ts_ms"": 1781653605546, ""time"": ""2026-06-16T23:46:45.54627Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,37,86,14,63,80,380,380,ws_ticker
1729695,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5,2026-06-16T23:46:46.822748+00:00,,,7,43,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""873637b3-65d3-4b50-a707-9e748133e58a"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5"", ""price_dollars"": ""0.4200"", ""yes_bid_dollars"": ""0.4000"", ""yes_ask_dollars"": ""0.4700"", ""volume_fp"": ""1418.14"", ""open_interest_fp"": ""1376.78"", ""dollar_volume"": 709, ""dollar_open_interest"": 688, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""2000.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605535, ""time"": ""2026-06-16T23:46:45.535027Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,40,47,53,60,42,1418,1376,ws_ticker
1729694,KXMLBTEAMTOTAL-26JUN161915SFATL-SF2,2026-06-16T23:46:46.822090+00:00,,,56,65,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""04299b93-3177-4757-b69a-742b3f500713"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF2"", ""price_dollars"": ""0.8200"", ""yes_bid_dollars"": ""0.3700"", ""yes_ask_dollars"": ""0.9300"", ""volume_fp"": ""91.26"", ""open_interest_fp"": ""91.26"", ""dollar_volume"": 45, ""dollar_open_interest"": 45, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""23.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605475, ""time"": ""2026-06-16T23:46:45.475488Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,37,93,7,63,82,91,91,ws_ticker
1729692,KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6,2026-06-16T23:46:46.821438+00:00,,,20,54,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""5c3fbd4a-a245-4072-b740-1ddb581b88f2"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6"", ""price_dollars"": ""0.5600"", ""yes_bid_dollars"": ""0.4400"", ""yes_ask_dollars"": ""0.6400"", ""volume_fp"": ""1854.22"", ""open_interest_fp"": ""1848.22"", ""dollar_volume"": 927, ""dollar_open_interest"": 924, ""yes_bid_size_fp"": ""50.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""80.77"", ""ts"": 1781653605, ""ts_ms"": 1781653605447, ""time"": ""2026-06-16T23:46:45.447696Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,44,64,36,56,56,1854,1848,ws_ticker
1729690,KXMLBTEAMTOTAL-26JUN161845TORBOS-TOR4,2026-06-16T23:46:46.820789+00:00,,,23,48,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""195fab34-4d60-4739-b935-58ac2a525d2f"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-TOR4"", ""price_dollars"": ""0.7800"", ""yes_bid_dollars"": ""0.3700"", ""yes_ask_dollars"": ""0.6000"", ""volume_fp"": ""1869.08"", ""open_interest_fp"": ""1156.44"", ""dollar_volume"": 934, ""dollar_open_interest"": 578, ""yes_bid_size_fp"": ""4.26"", ""yes_ask_size_fp"": ""2950.00"", ""last_trade_size_fp"": ""4.26"", ""ts"": 1781653605, ""ts_ms"": 1781653605429, ""time"": ""2026-06-16T23:46:45.429334Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,37,60,40,63,78,1869,1156,ws_ticker
1729689,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3,2026-06-16T23:46:46.820259+00:00,,,11,65,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""100f0e53-5c97-49b6-98e3-e7c3242ad689"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3"", ""price_dollars"": ""0.6300"", ""yes_bid_dollars"": ""0.6000"", ""yes_ask_dollars"": ""0.7100"", ""volume_fp"": ""1140.56"", ""open_interest_fp"": ""1138.56"", ""dollar_volume"": 570, ""dollar_open_interest"": 569, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""2450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605415, ""time"": ""2026-06-16T23:46:45.415717Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,60,71,29,40,63,1140,1138,ws_ticker
1729688,KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS4,2026-06-16T23:46:46.819668+00:00,,,82,52,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""6333a5c9-6e9c-44f5-ab77-7ffdb173b2e9"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS4"", ""price_dollars"": ""0.9300"", ""yes_bid_dollars"": ""0.1100"", ""yes_ask_dollars"": ""0.9300"", ""volume_fp"": ""1960.50"", ""open_interest_fp"": ""1584.50"", ""dollar_volume"": 980, ""dollar_open_interest"": 792, ""yes_bid_size_fp"": ""7.00"", ""yes_ask_size_fp"": ""0.77"", ""last_trade_size_fp"": ""0.23"", ""ts"": 1781653605, ""ts_ms"": 1781653605385, ""time"": ""2026-06-16T23:46:45.385204Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,11,93,7,89,93,1960,1584,ws_ticker
